Type,Item Code,Consumer Description,Product Description,Brand,Category,Format,Variant,BUoM/ Pack Size,UoM,Pack/Case,HSN Code,Shelf Life,Shelf Life UoM,Sourcing Unit,Case/ Pallet,Layer/ Pallet,Pack/Unit,Case Length (mm),Case Width (mm),Case Height (mm),Sides UoM,Net Weight,Gross Weight,Wt. UoM,EAN/ Barcode,MRP,GST (%),Show / Hide,Combi Type,Combi Type Int
FG,62740438,Brut Deos Musk 200 ml X 24,BRUT BS MUSK MANHATTAN UK-ALFIE 24X200ML,Brut,Deodrants and Fragrances,Deos,Musk 200 ml,200,ml,24,,24,Month,Barony,96,8,1,,,,,,,,,399,18%,Yes,,
FG,68207463,Brut EDT SDL Original 100 ml X 48,Brut EDT Original SDL,Brut,Deodrants and Fragrances,EDT,SDL Original 100 ml,100,ml,48,,24,Month,UEBV,133,19,1,,,,,,,,,599,18%,Yes,,
FG,68207435,Brut Aftershave SDL Original 100 ml X 48,Brut Aftershave Original SDL,Brut,Aftershave,Aftershave,SDL Original 100 ml,100,ml,48,,24,Month,UEBV,133,19,1,,,,,,,,,599,18%,Yes,,
FG,69743562,Brut Body Wash Attraction 500 ml X 6,BRUT SHOWER GEL ATTRCTN TOTAL 6X500ML,Brut,Body Wash,Body Wash,Attraction 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,449,18%,Yes,,
FG,69743560,Brut Body Wash Original 500 ml X 6,BRUT SHOWER GEL ORIGINAL 6X500ML,Brut,Body Wash,Body Wash,Original 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,449,18%,Yes,,
FG,69743558,Brut Body Wash Sport Style 500 ml X 6,BRUT SHOWER GEL SPORTS STYLE 6X500ML,Brut,Body Wash,Body Wash,Sport Style 500 ml,500,ml,6,,24,Month,Spain,240,6,1,,,,,,,,,449,18%,Yes,,
FG,67896571,Brut EDT SDL Plexi Silver 100 ml X 24,Brut EDT Original Plexi ( Silver ) SDL,Brut,Deodrants and Fragrances,EDT,SDL Plexi Silver 100 ml,100,ml,24,,24,Month,UEBV,133,19,1,,,,,,,,,1599,18%,Yes,,
FG,67896558,Brut EDT SDL Musk 100 ml X 48,Brut EDT Musk SDL,Brut,Deodrants and Fragrances,EDT,SDL Musk 100 ml,100,ml,48,,24,Month,UEBV,133,19,1,,,,,,,,,599,18%,Yes,,
FG,XBLA100,Axe Body Wash Sport Blast K 400 ml  X 12,AXE BW SPORTS BLAST 12X400ML,Axe,Body Wash,Body Wash,Sport Blast K 400 ml,400,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,380,18%,Yes,,
FG,XBKZ900,Axe Body Wash Dark Temptation K 400 ml  X 12,AXE BW DARK TEMPTATION 12X400ML,Axe,Body Wash,Body Wash,Dark Temptation K 400 ml,400,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,380,18%,Yes,,
FG,XBKZ800,Axe Body Wash Africa K 400 ml  X 12,AXE BW AFRICA 12X400ML,Axe,Body Wash,Body Wash,Africa K 400 ml,400,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,380,18%,Yes,,
FG,XBKZ600,Axe Body Wash Sport Blast K 250 ml  X 12,AXE BW SPORT BLAST 12X250ML,Axe,Body Wash,Body Wash,Sport Blast K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ500,Axe Body Wash Africa K 250 ml  X 12,AXE BW AFRICA 12X250ML,Axe,Body Wash,Body Wash,Africa K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ400,Axe Body Wash Apollo K 250 ml  X 12,AXE BW APOLLO 12X250ML,Axe,Body Wash,Body Wash,Apollo K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ300,Axe Body Wash Excite K 250 ml  X 12,AXE BW EXCITE 12X250ML,Axe,Body Wash,Body Wash,Excite K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ200,Axe Body Wash Black K 250 ml  X 12,AXE BW BLACK 12X250ML,Axe,Body Wash,Body Wash,Black K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKZ100,Axe Body Wash Alaska K 250 ml  X 12,AXE BW ALASKA 12X250ML,Axe,Body Wash,Body Wash,Alaska K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
FG,XBKY900,Axe Body Wash Dark Temptation K 250 ml  X 12,AXE BW DARK TEMPTATION 12X250ML,Axe,Body Wash,Body Wash,Dark Temptation K 250 ml,250,ml,12,,24,Month,Kandla,0,0,1,,,,,,,,,239,18%,Yes,,
